"outcome","aggr_level","sex","grouping","year","count_n_patients","rate_n_patients","mean3y_count_n_patients","mean3y_rate_n_patients"
"m2","edu","male","Basic","2016",74273,17196,75129,17281
"m2","edu","male","Postgraduate","2004",8272,10687,NA,NA
"m2","edu","male","Postgraduate","2005",8976,11170,NA,NA
"m2","edu","male","Postgraduate","2006",9686,11573,8978,11154
"m2","edu","male","Postgraduate","2007",10305,11805,9656,11525
"m2","edu","male","Postgraduate","2008",11057,12090,10349,11831
"m2","edu","male","Postgraduate","2009",11506,12070,10956,11993
"m2","edu","male","Postgraduate","2010",11827,11894,11463,12017
"m2","edu","male","Postgraduate","2011",12389,11965,11907,11977
"m2","edu","male","Postgraduate","2012",12838,11843,12351,11900
"m2","edu","male","Postgraduate","2013",13174,11636,12800,11810
"m2","edu","male","Postgraduate","2014",13614,11438,13209,11633
"m2","edu","male","Postgraduate","2015",14066,11335,13618,11467
"m2","edu","male","Postgraduate","2016",14518,11184,14066,11317
"m2","edu","male","Secondary","2004",74441,14084,NA,NA
"m2","edu","male","Secondary","2005",79914,14614,NA,NA
"m2","edu","male","Secondary","2006",86374,15271,80243,14669
"m2","edu","male","Secondary","2007",91941,15741,86076,15220
"m2","edu","male","Secondary","2008",97308,16134,91874,15725
"m2","edu","male","Secondary","2009",100884,16185,96711,16026
"m2","edu","male","Secondary","2010",104005,16203,100732,16176
"m2","edu","male","Secondary","2011",107405,16280,104098,16225
"m2","edu","male","Secondary","2012",109666,16170,107025,16219
"m2","edu","male","Secondary","2013",110766,15867,109279,16102
"m2","edu","male","Secondary","2014",112087,15635,110840,15887
"m2","edu","male","Secondary","2015",113715,15487,112189,15661
"m2","edu","male","Secondary","2016",115878,15368,113893,15495
"m2","edu","male","Tertiary","2004",19582,12170,NA,NA
"m2","edu","male","Tertiary","2005",21516,12719,NA,NA
"m2","edu","male","Tertiary","2006",23592,13278,21563,12740
"m2","edu","male","Tertiary","2007",25395,13651,23501,13232
"m2","edu","male","Tertiary","2008",27267,14008,25418,13658
"m2","edu","male","Tertiary","2009",28413,13888,27025,13852
"m2","edu","male","Tertiary","2010",29673,13911,28451,13933
"m2","edu","male","Tertiary","2011",31071,13963,29719,13924
"m2","edu","male","Tertiary","2012",31994,13754,30913,13877
"m2","edu","male","Tertiary","2013",32830,13511,31965,13738
"m2","edu","male","Tertiary","2014",33623,13278,32816,13508
"m2","edu","male","Tertiary","2015",34581,13157,33678,13310
"m2","edu","male","Tertiary","2016",35726,13101,34643,13178
"m2","edu","male","Unknown","2004",3940,11862,NA,NA
"m2","edu","male","Unknown","2005",4203,12397,NA,NA
"m2","edu","male","Unknown","2006",4546,12970,4230,12420
"m2","edu","male","Unknown","2007",4907,13488,4552,12963
"m2","edu","male","Unknown","2008",5227,13725,4893,13417
"m2","edu","male","Unknown","2009",5020,13586,5051,13634
"m2","edu","male","Unknown","2010",5214,13788,5154,13716
"m2","edu","male","Unknown","2011",5370,13894,5201,13767
"m2","edu","male","Unknown","2012",5504,13822,5363,13837
"m2","edu","male","Unknown","2013",5528,13563,5467,13788
"m2","edu","male","Unknown","2014",5643,13317,5558,13606
"m2","edu","male","Unknown","2015",5918,13325,5696,13405
"m2","edu","male","Unknown","2016",6063,13071,5875,13236
"m2","kom","female","Aabenraa","2007",2409,13577,NA,NA
"m2","kom","female","Aabenraa","2008",2464,13760,NA,NA
"m2","kom","female","Aabenraa","2009",2525,13941,2466,13757
"m2","kom","female","Aabenraa","2010",2553,13922,2514,13874
"m2","kom","female","Aabenraa","2011",2605,13952,2561,13939
"m2","kom","female","Aabenraa","2012",2621,13840,2593,13906
"m2","kom","female","Aabenraa","2013",2602,13525,2609,13770
"m2","kom","female","Aabenraa","2014",2633,13450,2619,13600
"m2","kom","female","Aabenraa","2015",2625,13188,2620,13382
"m2","kom","female","Aabenraa","2016",2636,13003,2631,13211
"m2","kom","female","Aalborg","2007",8782,16370,NA,NA
"m2","kom","female","Aalborg","2008",9001,16660,NA,NA
"m2","kom","female","Aalborg","2009",9057,16612,8947,16548
"m2","kom","female","Aalborg","2010",9118,16579,9059,16615
"m2","kom","female","Aalborg","2011",9100,16362,9092,16516
"m2","kom","female","Aalborg","2012",9128,16205,9115,16381
"m2","kom","female","Aalborg","2013",9017,15784,9082,16113
"m2","kom","female","Aalborg","2014",8998,15540,9048,15838
"m2","kom","female","Aalborg","2015",8862,15064,8959,15459
"m2","kom","female","Aalborg","2016",8626,14491,8829,15027
"m2","kom","female","Aarhus","2007",10718,15355,NA,NA
"m2","kom","female","Aarhus","2008",11032,15602,NA,NA
"m2","kom","female","Aarhus","2009",11087,15470,10946,15476
"m2","kom","female","Aarhus","2010",11173,15367,11097,15478
"m2","kom","female","Aarhus","2011",10988,14947,11083,15258
"m2","kom","female","Aarhus","2012",11000,14757,11054,15020
"m2","kom","female","Aarhus","2013",10820,14248,10936,14646
"m2","kom","female","Aarhus","2014",10726,13852,10849,14279
"m2","kom","female","Aarhus","2015",10525,13345,10690,13808
"m2","kom","female","Aarhus","2016",10491,13053,10581,13411
"m2","kom","female","Albertslund","2007",908,15099,NA,NA
"m2","kom","female","Albertslund","2008",930,15077,NA,NA
"m2","kom","female","Albertslund","2009",972,15375,937,15191
"m2","kom","female","Albertslund","2010",1001,15511,968,15322
"m2","kom","female","Albertslund","2011",1069,15915,1014,15601
"m2","kom","female","Albertslund","2012",1034,15159,1035,15523
"m2","kom","female","Albertslund","2013",1040,14886,1048,15313
"m2","kom","female","Albertslund","2014",1061,14767,1045,14939
"m2","kom","female","Albertslund","2015",1043,14082,1048,14567
"m2","kom","female","Albertslund","2016",1064,13983,1056,14257
"m2","kom","female","Allerød","2007",657,11452,NA,NA
"m2","kom","female","Allerød","2008",724,12132,NA,NA
"m2","kom","female","Allerød","2009",727,11753,703,11783
"m2","kom","female","Allerød","2010",783,12172,745,12019
"m2","kom","female","Allerød","2011",839,12701,783,12217
"m2","kom","female","Allerød","2012",847,12541,823,12470
"m2","kom","female","Allerød","2013",823,11707,836,12303
"m2","kom","female","Allerød","2014",839,11425,836,11862
"m2","kom","female","Allerød","2015",836,10914,833,11333
"m2","kom","female","Allerød","2016",827,10483,834,10934
"m2","kom","female","Assens","2007",1643,13391,NA,NA
"m2","kom","female","Assens","2008",1748,13945,NA,NA
"m2","kom","female","Assens","2009",1815,14314,1735,13891
"m2","kom","female","Assens","2010",1834,14309,1799,14191
"m2","kom","female","Assens","2011",1869,14491,1839,14367
"m2","kom","female","Assens","2012",1879,14319,1861,14365
"m2","kom","female","Assens","2013",1923,14341,1890,14382
"m2","kom","female","Assens","2014",1941,14242,1914,14300
"m2","kom","female","Assens","2015",1938,13983,1934,14188
"m2","kom","female","Assens","2016",1939,13677,1939,13963
"m2","kom","female","Ballerup","2007",1980,14645,NA,NA
"m2","kom","female","Ballerup","2008",2073,15069,NA,NA
"m2","kom","female","Ballerup","2009",2158,15338,2070,15019
"m2","kom","female","Ballerup","2010",2239,15544,2157,15320
"m2","kom","female","Ballerup","2011",2331,15830,2243,15574
"m2","kom","female","Ballerup","2012",2332,15556,2301,15648
"m2","kom","female","Ballerup","2013",2312,15081,2325,15485
"m2","kom","female","Ballerup","2014",2321,14790,2322,15134
"m2","kom","female","Ballerup","2015",2357,14690,2330,14853
"m2","kom","female","Ballerup","2016",2298,14001,2325,14492
"m2","kom","female","Billund","2007",1239,16685,NA,NA
"m2","kom","female","Billund","2008",1278,17040,NA,NA
"m2","kom","female","Billund","2009",1268,16651,1262,16793
"m2","kom","female","Billund","2010",1240,16212,1262,16633
"m2","kom","female","Billund","2011",1251,16064,1253,16303
"m2","kom","female","Billund","2012",1219,15467,1237,15913
"m2","kom","female","Billund","2013",1161,14458,1210,15324
"m2","kom","female","Billund","2014",1184,14499,1188,14803
"m2","kom","female","Billund","2015",1222,14681,1189,14546
"m2","kom","female","Billund","2016",1212,14349,1206,14506
"m2","kom","female","Bornholm","2007",2364,15454,NA,NA
"m2","kom","female","Bornholm","2008",2478,16018,NA,NA
"m2","kom","female","Bornholm","2009",2509,16001,2450,15825
"m2","kom","female","Bornholm","2010",2470,15663,2486,15892
"m2","kom","female","Bornholm","2011",2471,15430,2483,15694
"m2","kom","female","Bornholm","2012",2487,15362,2476,15481
"m2","kom","female","Bornholm","2013",2409,14816,2456,15200
"m2","kom","female","Bornholm","2014",2358,14257,2418,14807
"m2","kom","female","Bornholm","2015",2327,13989,2365,14349
"m2","kom","female","Bornholm","2016",2338,13798,2341,14007
"m2","kom","female","Brøndby","2007",1550,15212,NA,NA
"m2","kom","female","Brøndby","2008",1606,15487,NA,NA
"m2","kom","female","Brøndby","2009",1642,15592,1599,15432
"m2","kom","female","Brøndby","2010",1700,16038,1649,15707
"m2","kom","female","Brøndby","2011",1718,16022,1687,15882
"m2","kom","female","Brøndby","2012",1735,16033,1718,16028
"m2","kom","female","Brøndby","2013",1734,15867,1729,15972
"m2","kom","female","Brøndby","2014",1699,15337,1723,15741
"m2","kom","female","Brøndby","2015",1703,15120,1712,15440
"m2","kom","female","Brøndby","2016",1699,14879,1700,15113
"m2","kom","female","Brønderslev","2007",1640,15310,NA,NA
"m2","kom","female","Brønderslev","2008",1693,15693,NA,NA
"m2","kom","female","Brønderslev","2009",1713,15805,1682,15601
"m2","kom","female","Brønderslev","2010",1714,15621,1707,15704
"m2","kom","female","Brønderslev","2011",1718,15495,1715,15643
"m2","kom","female","Brønderslev","2012",1721,15348,1718,15487
"m2","kom","female","Brønderslev","2013",1745,15259,1728,15368
"m2","kom","female","Brønderslev","2014",1760,15152,1742,15250
"m2","kom","female","Brønderslev","2015",1745,14792,1750,15063
"m2","kom","female","Brønderslev","2016",1726,14269,1744,14732
"m2","kom","female","Christiansø","2007",NA,NA,NA,NA
"m2","kom","female","Christiansø","2008",NA,NA,NA,NA
"m2","kom","female","Christiansø","2009",NA,NA,4,NA
"m2","kom","female","Christiansø","2010",NA,NA,4,NA
"m2","kom","female","Christiansø","2011",NA,NA,4,NA
"m2","kom","female","Christiansø","2012",NA,NA,NA,NA
"m2","kom","female","Christiansø","2013",NA,NA,NA,NA
"m2","kom","female","Christiansø","2014",NA,NA,NA,NA
"m2","kom","female","Christiansø","2015",NA,NA,NA,NA
"m2","kom","female","Christiansø","2016",NA,NA,NA,NA
"m2","kom","female","Dragør","2007",544,12769,NA,NA
"m2","kom","female","Dragør","2008",573,13176,NA,NA
"m2","kom","female","Dragør","2009",568,12792,562,12922
"m2","kom","female","Dragør","2010",605,13263,582,13078
"m2","kom","female","Dragør","2011",618,13211,597,13088
"m2","kom","female","Dragør","2012",629,13188,617,13217
"m2","kom","female","Dragør","2013",645,13097,631,13166
"m2","kom","female","Dragør","2014",654,12929,643,13070
"m2","kom","female","Dragør","2015",644,12535,648,12845
"m2","kom","female","Dragør","2016",656,12369,651,12611
"m2","kom","female","Egedal","2007",1134,14073,NA,NA
"m2","kom","female","Egedal","2008",1190,14043,NA,NA
"m2","kom","female","Egedal","2009",1275,14446,1200,14188
"m2","kom","female","Egedal","2010",1327,14449,1264,14315
"m2","kom","female","Egedal","2011",1396,14464,1333,14445
"m2","kom","female","Egedal","2012",1404,14133,1376,14333
"m2","kom","female","Egedal","2013",1406,13519,1402,14027
"m2","kom","female","Egedal","2014",1441,13371,1417,13659
"m2","kom","female","Egedal","2015",1444,12935,1430,13260
"m2","kom","female","Egedal","2016",1452,12544,1446,12934
"m2","kom","female","Esbjerg","2007",5068,16431,NA,NA
"m2","kom","female","Esbjerg","2008",5301,16898,NA,NA
"m2","kom","female","Esbjerg","2009",5352,16857,5240,16730
"m2","kom","female","Esbjerg","2010",5447,16846,5367,16867
"m2","kom","female","Esbjerg","2011",5645,17213,5481,16976
"m2","kom","female","Esbjerg","2012",5731,17202,5608,17093
"m2","kom","female","Esbjerg","2013",5664,16716,5680,17042
"m2","kom","female","Esbjerg","2014",5646,16398,5680,16768
"m2","kom","female","Esbjerg","2015",5700,16327,5670,16480
"m2","kom","female","Esbjerg","2016",5678,15932,5675,16217
"m2","kom","female","Faaborg-Midtfyn","2007",2064,12382,NA,NA
"m2","kom","female","Faaborg-Midtfyn","2008",2141,12610,NA,NA
"m2","kom","female","Faaborg-Midtfyn","2009",2158,12570,2121,12522
"m2","kom","female","Faaborg-Midtfyn","2010",2227,12829,2175,12673
"m2","kom","female","Faaborg-Midtfyn","2011",2226,12663,2204,12689
"m2","kom","female","Faaborg-Midtfyn","2012",2266,12758,2240,12750
"m2","kom","female","Faaborg-Midtfyn","2013",2300,12782,2264,12734
"m2","kom","female","Faaborg-Midtfyn","2014",2267,12445,2278,12659
"m2","kom","female","Faaborg-Midtfyn","2015",2326,12659,2298,12629
"m2","kom","female","Faaborg-Midtfyn","2016",2334,12596,2309,12569
"m2","kom","female","Fanø","2007",156,13648,NA,NA
"m2","kom","female","Fanø","2008",170,14200,NA,NA
"m2","kom","female","Fanø","2009",170,13595,165,13795
"m2","kom","female","Fanø","2010",170,13216,170,13622
"m2","kom","female","Fanø","2011",178,13878,173,13569
"m2","kom","female","Fanø","2012",179,13730,176,13629
"m2","kom","female","Fanø","2013",178,12943,178,13520
"m2","kom","female","Fanø","2014",174,12252,177,12946
"m2","kom","female","Fanø","2015",183,12522,178,12574
"m2","kom","female","Fanø","2016",190,12634,182,12499
"m2","kom","female","Favrskov","2007",1648,15329,NA,NA
"m2","kom","female","Favrskov","2008",1727,15792,NA,NA
"m2","kom","female","Favrskov","2009",1789,16034,1721,15728
"m2","kom","female","Favrskov","2010",1826,16023,1781,15954
"m2","kom","female","Favrskov","2011",1834,15660,1816,15908
"m2","kom","female","Favrskov","2012",1886,15573,1849,15754
"m2","kom","female","Favrskov","2013",1860,15008,1860,15400
"m2","kom","female","Favrskov","2014",1828,14483,1858,15011
"m2","kom","female","Favrskov","2015",1824,14203,1837,14562
"m2","kom","female","Favrskov","2016",1819,13802,1824,14162
"m2","kom","female","Faxe","2007",1278,12910,NA,NA
"m2","kom","female","Faxe","2008",1366,13553,NA,NA
"m2","kom","female","Faxe","2009",1402,13691,1349,13383
"m2","kom","female","Faxe","2010",1452,14031,1407,13755
"m2","kom","female","Faxe","2011",1481,13985,1445,13902
"m2","kom","female","Faxe","2012",1525,14153,1486,14054
"m2","kom","female","Faxe","2013",1542,13893,1516,14002
"m2","kom","female","Faxe","2014",1513,13333,1527,13787
"m2","kom","female","Faxe","2015",1538,13308,1531,13506
"m2","kom","female","Faxe","2016",1538,13037,1530,13219
"m2","kom","female","Fredensborg","2007",1316,12488,NA,NA
"m2","kom","female","Fredensborg","2008",1385,12777,NA,NA
"m2","kom","female","Fredensborg","2009",1413,12680,1371,12650
"m2","kom","female","Fredensborg","2010",1457,12691,1418,12714
"m2","kom","female","Fredensborg","2011",1562,13308,1477,12901
"m2","kom","female","Fredensborg","2012",1570,13058,1530,13022
"m2","kom","female","Fredensborg","2013",1558,12670,1563,13005
"m2","kom","female","Fredensborg","2014",1559,12400,1562,12704
"m2","kom","female","Fredensborg","2015",1555,11883,1557,12306
"m2","kom","female","Fredensborg","2016",1529,11306,1548,11850
"m2","kom","female","Fredericia","2007",2158,15151,NA,NA
"m2","kom","female","Fredericia","2008",2263,15683,NA,NA
"m2","kom","female","Fredericia","2009",2297,15762,2239,15528
"m2","kom","female","Fredericia","2010",2299,15609,2286,15685
"m2","kom","female","Fredericia","2011",2317,15538,2304,15636
"m2","kom","female","Fredericia","2012",2313,15339,2310,15489
"m2","kom","female","Fredericia","2013",2302,14993,2311,15289
"m2","kom","female","Fredericia","2014",2255,14500,2290,14943
"m2","kom","female","Fredericia","2015",2260,14331,2272,14603
"m2","kom","female","Fredericia","2016",2283,14287,2266,14370
"m2","kom","female","Frederiksberg","2007",4171,13607,NA,NA
"m2","kom","female","Frederiksberg","2008",4241,13858,NA,NA
"m2","kom","female","Frederiksberg","2009",4213,13785,4208,13753
"m2","kom","female","Frederiksberg","2010",4074,13434,4176,13698
"m2","kom","female","Frederiksberg","2011",4038,13356,4108,13523
"m2","kom","female","Frederiksberg","2012",4010,13206,4041,13331
"m2","kom","female","Frederiksberg","2013",3929,12960,3992,13172
"m2","kom","female","Frederiksberg","2014",3880,12752,3940,12966
"m2","kom","female","Frederiksberg","2015",3799,12378,3869,12690
"m2","kom","female","Frederiksberg","2016",3778,12174,3819,12432
"m2","kom","female","Frederikshavn","2007",3319,16340,NA,NA
"m2","kom","female","Frederikshavn","2008",3397,16527,NA,NA
"m2","kom","female","Frederikshavn","2009",3439,16424,3385,16430
"m2","kom","female","Frederikshavn","2010",3559,16741,3465,16562
"m2","kom","female","Frederikshavn","2011",3560,16581,3519,16583
"m2","kom","female","Frederikshavn","2012",3578,16477,3566,16599
"m2","kom","female","Frederikshavn","2013",3539,16043,3559,16365
"m2","kom","female","Frederikshavn","2014",3560,15913,3559,16141
"m2","kom","female","Frederikshavn","2015",3506,15462,3535,15801
"m2","kom","female","Frederikshavn","2016",3529,15318,3532,15560
"m2","kom","female","Frederikssund","2007",1770,14992,NA,NA
"m2","kom","female","Frederikssund","2008",1837,15106,NA,NA
"m2","kom","female","Frederikssund","2009",1876,14924,1828,15005
"m2","kom","female","Frederikssund","2010",1905,14748,1873,14914
"m2","kom","female","Frederikssund","2011",2003,15053,1928,14911
"m2","kom","female","Frederikssund","2012",1995,14577,1968,14795
"m2","kom","female","Frederikssund","2013",1984,14161,1994,14590
"m2","kom","female","Frederikssund","2014",1965,13687,1981,14133
"m2","kom","female","Frederikssund","2015",1981,13418,1977,13750
"m2","kom","female","Frederikssund","2016",1959,12909,1968,13332
"m2","kom","female","Furesø","2007",1378,12758,NA,NA
"m2","kom","female","Furesø","2008",1498,13469,NA,NA
"m2","kom","female","Furesø","2009",1516,13315,1464,13183
"m2","kom","female","Furesø","2010",1497,12813,1504,13201
